,TOTAL_SECONDS_E,TOTAL_SECONDS_S,ESTACAO_E_m,ESTACAO_S_m
988,50634,51647,RO,RM
989,59496,61169,AN,MO
990,56621,58201,OS,CS
991,83384,83870,OL,OR
992,67382,67863,CM,PO
993,28655,28994,MP,RE
994,45853,46263,RM,AL
995,76115,78573,MO,LU
996,83183,84616,AP,SA
997,75360,76462,BV,AP
998,57083,58620,CH,JZ
999,24510,24873,EC,SA
1000,62803,63316,CS,RO
1001,26682,27871,OD,EC
1002,34398,34651,AN,MM
1003,29305,29887,CS,MM
1004,81980,82426,RA,SA
1005,52041,53089,CH,CU
1006,25602,26415,EC,CG
1007,49728,50691,CS,AM
1008,64751,66334,QC,CS
1009,83522,84268,JZ,CA
1010,70837,71811,LA,TP
1011,64287,66267,BC,OR
1012,31176,32080,CS,AE
1013,47818,49174,EC,TP
1014,63502,64643,JZ,SP
1015,26328,27887,AS,SA
1016,67922,68446,MP,EC
1017,29094,29631,CG,SA
1018,45272,45721,CS,IN
1019,28301,30439,AS,CP
1020,65983,67603,CP,CM
1021,63557,63887,CP,MP
1022,42368,42989,MP,CP
1023,53464,54164,CG,EC
1024,35877,36363,MP,BC
1025,30762,32095,AF,PA
1026,62686,63412,RA,CU
1027,66188,66489,CU,CG
1028,39841,41114,CM,TP
1029,36651,36953,RO,CS
1030,31377,32588,OD,TE
1031,30561,32578,OR,CS
1032,26512,27520,OL,EC
1033,65499,66090,QC,EC
1034,50619,53046,AF,MO
1035,78124,79135,RE,PE
1036,34019,35581,CS,QC
1037,67309,68488,EC,OD
1038,50323,50789,SS,JZ
1039,71138,71353,CM,AH
1040,84921,86679,CS,LU
1041,32435,32716,EC,CU
1042,58370,59016,CS,TP
1043,34076,35147,SR,PI
1044,45806,46278,CG,CU
1045,65193,66041,MP,CS
1046,51102,51567,PI,EC
1047,46077,47056,JZ,AS
1048,64741,66462,AS,MP
1049,86590,87210,SS,AM
1050,54052,54524,SS,JZ
1051,65082,66531,EC,AN
1052,46067,46367,PO,CM
1053,43909,45655,AL,SP
1054,44569,45872,AE,BV
1055,25708,26723,TP,SS
1056,74684,77319,OR,OD
1057,48739,49341,EC,SA
1058,33406,34295,AP,OR
1059,66846,68411,EC,RA
1060,34031,34581,AF,LA
1061,30862,31359,CS,AV
1062,46719,48687,MP,OR
1063,57889,58765,CH,AP
1064,26527,28312,AX,SS
1065,35048,36654,JZ,CH
1066,40424,41271,SP,MM
1067,58068,59496,TE,RA
1068,53430,53981,OS,SA
1069,85745,87978,AP,MP
1070,62746,63038,CU,CG
1071,34468,34915,MP,EC
1072,30816,31798,QC,MP
1073,72266,74041,MO,TE
1074,56040,57171,RO,CH
1075,65237,66844,RO,PO
1076,45203,45851,MP,LA
1077,34586,35337,AN,BC
1078,67037,67749,BC,MM
1079,31690,31865,OR,CR
1080,29304,31538,IN,CM
1081,58105,58510,RA,MP
1082,79951,81068,SS,PO
1083,26086,26557,SS,RE
1084,30675,31185,CS,RO
1085,34427,35004,JZ,CM
1086,61471,62884,SR,AM
1087,69969,72143,OR,AS
1088,68883,70030,BV,CS
1089,62417,63861,RA,SR
1090,58711,60543,OR,RA
1091,53623,55041,RB,SS
1092,65589,66061,CG,EC
1093,28102,29256,LA,CS
1094,25749,26760,SA,SS
1095,34080,35533,QC,BC
1096,66074,66374,AH,JZ
1097,29336,29683,CG,CU
1098,34549,35494,MP,CS
1099,32925,33708,LU,EC
1100,56833,58659,AL,PI
1101,55723,56247,JZ,CA
1102,43141,43807,EC,CG
1103,32455,33067,JZ,MP
1104,58485,59048,CG,CP
1105,63581,64866,AV,AN
1106,34683,35253,CG,CP
1107,31160,32953,OL,CS
1108,72367,73233,CM,MP
1109,58897,60257,AL,RA
1110,25633,26469,AS,CM
1111,33333,34490,EC,OD
1112,71210,71538,CS,BC
1113,66341,66796,CU,SA
1114,70518,71727,MM,CR
1115,30514,31059,JZ,SS
1116,63075,64383,CP,OR
1117,29606,31109,LA,CS
1118,28043,28545,QC,CU
1119,58111,59227,RO,CG
1120,32418,32774,OR,CH
1121,45683,46156,JZ,CA
1122,44147,44650,MO,CH
1123,47905,48851,TP,PI
1124,62293,63228,SA,OR
1125,72872,75045,OD,AM
1126,72019,72717,BC,CS
1127,50904,52210,CS,CG
1128,82132,83307,MP,OR
1129,72890,73521,BC,MP
1130,61994,62322,PI,EC
1131,64589,65169,MP,TP
1132,58583,60785,PE,OD
1133,47538,49019,OD,SA
1134,66613,68015,AM,SR
1135,37125,38603,EC,OL
1136,65874,66456,CU,MP
1137,65938,66375,SS,JZ
1138,34076,34377,PO,CM
1139,78370,79541,BC,CG
1140,65059,66207,JZ,SS
1141,68522,69175,AN,AM
1142,70377,70727,RO,CS
1143,23208,24138,RB,LA
1144,39980,41230,LA,OS
1145,54461,54944,AE,MM
1146,47419,47812,CS,RO
1147,32845,33173,RB,AS
1148,29786,30276,CH,OR
1149,52661,53088,SP,BC
1150,56340,57023,PO,CM
1151,85657,87374,LA,CS
1152,25286,27606,OD,SP
1153,63363,64778,JZ,CS
1154,75364,75631,CU,EC
1155,63976,64415,CU,CP
1156,47115,48501,TP,CM
1157,29569,30937,AE,SS
1158,33896,34991,JZ,PI
1159,24287,25565,LU,EC
1160,48669,50239,CP,MM
1161,48901,49959,JZ,BC
1162,60977,62243,LA,CS
1163,26216,28061,OD,RA
1164,34389,36348,BC,CR
1165,66718,67192,PO,CM
1166,48326,49783,OR,RA
1167,55143,55960,SP,CS
1168,71606,71935,AS,PO
1169,42673,43384,MM,CS
1170,68596,69452,RO,MP
1171,28018,28271,AS,PO
1172,33835,34237,MP,BC
1173,48900,49221,CG,LU
1174,65673,66495,SS,TP
1175,52657,55047,AP,RO
1176,45584,46220,SA,RA
1177,71855,72747,RM,CS
1178,74108,74874,CS,TP
1179,48561,49056,AM,IN
1180,61488,63310,BC,OR
1181,70368,70757,CM,JZ
1182,67441,68514,CU,OD
1183,36366,38255,CS,SA
1184,63108,64507,IN,PA
1185,30354,31311,SR,CP
1186,41944,42316,IN,RO
1187,64408,65804,CP,CA
1188,64686,65832,CG,MP
1189,64676,65802,BV,SS
1190,81052,81711,CM,RB
1191,61411,62209,OS,PI
1192,36487,37727,MO,AM
1193,64614,65160,AN,AE
1194,30548,31583,OR,AM
1195,23121,24736,MO,SA
1196,62372,63030,PI,CG
1197,28902,30364,AP,SS
1198,58506,59686,CU,CH
1199,52782,53766,PO,JZ
1200,32198,33041,TE,AM
1201,46143,48145,OL,BC
1202,49608,50963,LA,AM
1203,72516,73826,MP,RB
1204,65833,67286,CM,SP
1205,81032,82687,SA,TP
1206,50343,51945,PO,CS
1207,47260,48996,CS,AH
1208,90784,91510,MP,BC
1209,69885,71735,CS,QC
1210,66167,66916,MO,CH
1211,70239,71163,CP,AX
1212,57678,58474,RA,CG
1213,64915,65738,SS,CM
1214,59573,61312,CS,CG
1215,31254,31943,EC,RA
1216,31626,32744,PO,SA
1217,62079,62456,EC,CU
1218,51491,51953,BC,IN
1219,85509,86856,AM,SS
1220,49706,51448,AX,RO
1221,34255,35628,CS,AL
1222,34231,35802,CS,PI
1223,53445,54596,JZ,BC
1224,30731,31136,RB,PO
1225,67987,68624,MP,JZ
1226,42423,43254,AE,TE
1227,61135,61839,EC,LU
1228,25616,26006,CG,LU
1229,64015,65185,CP,OD
1230,43337,44873,BC,AS
1231,74917,75484,OR,BV
1232,69223,70746,SS,QC
1233,27999,28675,CS,AN
1234,75003,76259,MP,SR
1235,58575,60363,CU,AH
1236,23876,24415,CG,CP
1237,60690,61102,CS,BC
1238,45151,45632,MO,OR
1239,30903,31852,CM,MP
1240,31878,33508,OD,PI
1241,26645,27497,TP,MP
1242,47864,48159,EC,CU
1243,70854,71351,TP,MP
1244,28674,31242,OD,OR
1245,28431,30593,AF,CS
1246,58963,59324,TE,AL
1247,32859,33350,SP,BC
1248,63034,63750,LA,SA
1249,29806,30594,SS,SA
1250,33480,34059,JZ,AV
1251,38876,39275,MM,BC
1252,69481,70332,OD,EC
1253,70249,70551,RA,MP
1254,41949,42448,RO,CS
1255,63263,64056,AV,CS
1256,39164,39850,RB,PO
1257,61275,62411,CG,BV
1258,35312,36294,LU,CP
1259,84043,87149,AP,AS
1260,43557,44322,RA,CU
1261,48570,49253,BV,SA
1262,58980,59603,SS,RE
1263,44909,45947,PI,TP
1264,26752,27163,CG,EC
1265,64585,65909,PO,SA
1266,40459,41536,AM,AH
1267,64665,65744,SS,AS
1268,66541,68020,MP,AS
1269,68186,68651,EC,CG
1270,49409,65782,RA,OD
1271,46872,47185,AS,RB
1272,61973,62226,RB,AF
1273,62413,62948,PO,RB
1274,40383,40641,JZ,LA
1275,26936,28198,AM,AX
1276,78699,80339,SA,OD
1277,80085,81894,OD,MP
1278,23737,24827,AN,CS
1279,30272,31819,AS,RE
1280,67074,68812,RO,MO
1281,68955,70048,SS,RB
1282,26731,28103,JZ,RO
1283,46634,47067,EC,PI
1284,27502,28263,PI,LU
1285,30581,32217,OD,RA
1286,24550,25463,AX,EC
1287,41480,42318,BV,SA
1288,34602,35612,TE,AN
1289,25985,26857,RM,IN
1290,55431,55655,AH,CM
1291,80192,81268,OR,AE
1292,30682,31727,CM,MP
1293,71769,73539,PI,OR
1294,68586,69390,MP,CG
1295,66447,67030,MP,SS
1296,43181,43621,RM,AE
1297,66151,67923,BC,AX
1298,39659,40271,EC,CP
1299,54043,54630,RO,AN
1300,30410,31527,OD,CP
1301,61953,62714,SS,JZ
1302,31397,32103,AP,OR
1303,64189,65878,CR,BC
1304,57855,58931,MM,CG
1305,44051,44935,JZ,CM
1306,60309,61073,MP,CS
1307,66966,67209,AV,RE
1308,27588,28230,AN,CS
1309,69370,70549,BC,CG
1310,65443,66459,AX,EC
1311,35657,36203,CH,MO
1312,68568,69320,CU,OD
1313,32781,33545,JZ,MP
1314,66598,68067,SA,CS
1315,43990,46080,CM,EC
1316,26504,28015,CG,CS
1317,54190,54633,EC,CG
1318,60194,62270,SP,QC
1319,55402,56338,MM,TE
1320,49931,51622,RB,RE
1321,71410,73304,AP,AM
1322,65243,66355,CG,MM
1323,25985,26693,MM,TP
1324,33330,34039,AE,MM
1325,30192,30954,CG,OD
1326,48245,48710,PI,EC
1327,30661,31793,SR,CP
1328,59337,61373,CS,QC
1329,54397,55050,AV,PI
1330,33439,33821,SP,BC
1331,63223,63716,JZ,CM
1332,53829,55654,RO,OD
1333,62164,62811,PE,AV
1334,70129,70965,SS,PO
1335,33266,33860,AF,CM
1336,42924,44574,MP,OD
1337,30182,31860,CG,BC
1338,45521,46778,CM,AM
1339,41469,43086,AM,MM
1340,60098,61104,CS,RE
1341,69944,70785,MP,CM
1342,61736,63396,QC,RA
1343,31745,32269,AF,CM
1344,60668,62546,CH,SR
1345,64831,65524,PI,CG
1346,38545,39999,SR,CP
1347,65384,65992,SA,AM
1348,77056,78827,CM,RA
1349,75716,76492,AL,CU
1350,47594,48606,CU,AN
1351,59848,60649,MP,AM
1352,41347,42865,CR,MP
1353,66440,67850,CP,SR
1354,70701,71891,BC,CP
1355,53313,53662,BC,MP
1356,66083,67454,PI,MO
1357,64461,64965,AM,MM
1358,39540,40435,AN,CS
1359,51287,53235,RO,CM
1360,51583,51839,SA,EC
1361,35426,35853,AV,BC
1362,48195,50471,AF,QC
1363,27885,28404,JZ,SS
1364,61181,61708,PO,AF
1365,73834,74624,CU,CP
1366,29136,30624,CS,OR
1367,70993,71499,BC,AN
1368,62969,63635,TE,CU
1369,69977,70457,CU,SA
1370,32950,33514,QC,AL
1371,65460,65918,EC,CG
1372,61347,61934,TE,AL
1373,48916,50208,PI,CS
1374,60404,61178,JZ,AF
1375,34648,35683,SR,CP
1376,61577,62679,AM,QC
1377,32028,32985,OR,SS
1378,30371,31434,SR,SA
1379,26168,26721,CG,RM
1380,70468,70997,CM,PO
1381,51823,53083,JZ,CS
1382,58322,60484,RO,AP
1383,43297,44419,AE,CS
1384,58633,59806,CH,RA
1385,48579,50160,CS,CU
1386,47385,47690,CG,CU
1387,56093,56683,AM,CS
1388,37250,39079,CM,CG
1389,46904,47641,TP,RE
1390,62461,63267,CS,RE
1391,34303,36047,OD,MP
1392,57453,57948,SA,SS
1393,67920,68758,SS,PO
1394,68602,69302,CP,LU
1395,41055,42618,MO,MP
1396,27121,28888,TE,AV
1397,46134,46962,MP,BC
1398,57822,58400,SA,OS
1399,32505,33944,TP,PO
1400,26516,28744,SP,RB
1401,65704,66567,RA,EC
1402,29451,31711,AP,RO
1403,60779,61716,BC,JZ
1404,44122,44811,PI,AV
1405,63135,65139,MM,AP
1406,55143,55328,PO,CA
1407,35348,35845,EC,SA
1408,72952,74423,CS,OR
1409,32616,33155,AM,AL
1410,82508,82790,AM,OS
1411,64700,65729,PI,CS
1412,81470,81964,BV,OS
1413,76688,77800,BC,AL
1414,35692,37250,MO,BC
1415,80189,80988,PI,LU
1416,32415,34365,EN,BC
1417,58867,59747,RA,RE
1418,27320,28002,RM,TE
1419,84926,86535,CA,BC
1420,26231,28001,TP,LU
1421,43599,43828,CU,CG
1422,29498,29969,EC,QC
1423,44958,45895,OS,MO
1424,38363,39260,SP,RE
1425,69236,70282,EC,OD
1426,66293,68709,BC,OD
1427,31497,33407,RB,AM
1428,33454,34567,LU,RA
1429,64431,66672,OR,CM
1430,51978,53059,EC,OD
1431,57677,57906,AM,RM
1432,34365,35165,BV,OR
1433,41220,42231,PO,PE
1434,32882,33794,LU,CP
1435,26521,27785,MP,CM
1436,31008,31312,PE,JZ
1437,33347,34367,CS,RM
1438,31357,32547,OD,PI
1439,46615,47413,SA,BV
1440,54152,55250,AM,CP
1441,34867,35528,SP,MP
1442,59056,59916,AN,CG
1443,59067,59835,JZ,BC
1444,29912,30766,AM,RO
1445,41475,41936,MP,TP
1446,53561,55008,CA,BC
1447,65988,66661,CG,AE
1448,61272,62691,SA,JZ
1449,78060,79280,RA,AM
1450,64326,65352,OR,AM
1451,46297,46995,SA,SS
1452,30282,31682,TE,RA
1453,35407,36167,TP,AN
1454,41046,41494,RE,MP
1455,63396,64827,SS,MO
1456,47503,48961,OR,CG
1457,63271,64011,JZ,SS
1458,33448,34292,CS,AE
1459,63379,64795,MM,CM
1460,62683,63089,SA,EC
1461,30148,30906,PE,PO
1462,53955,55320,RB,SS
1463,60805,61609,JZ,BC
1464,79081,80180,LA,SA
1465,59785,60410,CM,PO
1466,77601,78512,EC,QC
1467,38334,39838,OR,SA
1468,35081,35708,MP,CU
1469,85633,86484,SA,RA
1470,63601,64679,SA,OD
1471,23353,24310,AM,OR
1472,48370,49366,AM,JZ
1473,26335,28171,OD,MP
1474,64791,66149,AE,EC
1475,52819,53327,CP,SA
1476,67950,69998,AE,BC
1477,67393,68395,CU,SR
1478,61987,63277,MM,AH
1479,29493,29954,RB,PO
1480,68343,70309,PE,OD
1481,27106,27878,AM,BC
1482,42334,42632,SA,MP
1483,74813,76573,MM,EC
1484,27980,28946,OD,CU
1485,56975,58264,CP,OL
1486,51560,51905,MP,RE
1487,31688,32320,AM,OS
1488,49824,50086,AM,AN
1489,46484,48503,OR,CM
1490,52551,52998,CP,MP
1491,69390,70029,AP,EN
1492,67909,69106,AM,CS
1493,51945,52567,AF,CM
1494,33120,33477,LU,SR
1495,83613,84240,SA,EC
1496,65126,66559,OR,AV
1497,68852,69487,MP,EC
1498,63519,63879,AM,AE
1499,53269,54055,AM,SS
1500,39488,39977,CG,CU
1501,49852,50084,CP,EC
1502,82248,83497,CH,SS
1503,48951,50206,EN,SA
1504,32639,33579,EC,MP
1505,60293,60813,CP,CG
1506,64094,65107,SA,MO
1507,34081,34740,SP,MP
1508,30681,30897,EC,CU
1509,66183,68345,EC,AF
1510,63710,64564,OS,CP
1511,71082,71388,CG,LU
1512,48406,49109,AL,QC
1513,29045,29436,AL,RM
1514,27620,28098,RB,PO
1515,83396,83845,QC,SR
1516,59847,60670,AP,OR
1517,28878,30841,EC,MO
1518,29794,30266,RE,MP
1519,57933,58528,MM,CS
1520,60418,61948,BC,QC
1521,66861,68390,CS,CM
1522,69446,70015,MP,JZ
1523,34263,34729,MP,TP
1524,63706,65022,OS,CG
1525,29499,30497,OS,MP
1526,50730,51109,LA,CM
1527,24717,25363,SR,CG
1528,28567,29910,JZ,SP
1529,34198,35403,OD,PI
1530,47581,48342,MP,CS
1531,63252,63975,JZ,SS
1532,26441,28210,CG,PE
1533,56917,57965,SS,AS
1534,68729,69125,RB,PO
1535,61862,62602,JZ,MP
1536,42528,43841,OD,CU
1537,67221,68978,CG,CS
1538,31334,32184,AM,BC
1539,54417,55173,BC,PA
1540,74969,76341,OR,PE
1541,33596,34495,SA,CR
1542,55584,56968,AF,MP
1543,31212,31716,EC,PI
1544,62445,64633,AE,CM
1545,45057,46603,OL,PA
1546,73862,74240,AL,AE
1547,61893,63374,OD,RA
1548,30799,31793,SR,CP
1549,33965,34355,EC,PI
1550,27426,28448,LU,MP
1551,64877,65641,SS,SP
1552,72955,73155,OS,AM
1553,66809,68378,AN,BV
1554,42935,43302,JZ,AH
1555,29565,30220,AE,CG
1556,75402,76409,SA,OR
1557,67872,70156,SP,OR
1558,62399,64395,CS,AP
1559,32947,33436,EC,CG
1560,29842,31336,OD,MM
1561,61153,61668,CS,IN
1562,73307,74188,SA,RM
1563,66693,68073,CP,OD
1564,42256,42839,RM,AN
1565,49302,50397,EC,BC
1566,63171,63618,CS,BC
1567,67089,68449,AV,CG
1568,64159,64587,OR,MO
1569,71884,72535,JZ,AV
1570,59377,61223,OR,RO
1571,36333,37228,AM,RA
1572,58031,59247,LA,CS
1573,64613,66234,AF,SA
1574,26298,26934,OD,AX
1575,77843,78753,SA,OR
1576,68382,68905,CP,RA
1577,50694,51361,CM,JZ
1578,67288,68666,AM,MO
1579,33530,34058,TP,MP
1580,29469,30963,SP,CM
1581,48641,50485,LU,CH
1582,31235,32097,JZ,MP
1583,59203,59510,AM,AE
1584,48554,49640,MO,SA
1585,31056,32299,CG,CS
1586,34743,35053,EC,CU
1587,36228,36617,CS,IN
1588,77129,77588,AM,AL
1589,73557,74559,CP,OD
1590,67311,68220,OS,SA
1591,30177,32534,AP,BC
1592,29832,31141,CS,AH
1593,32521,33262,TP,SS
1594,34605,35215,SA,SS
1595,28558,29306,CG,PI
1596,28835,30823,OD,BC
1597,74046,74931,OL,AM
1598,49966,50919,RA,CU
1599,49641,50303,OR,OS
1600,30581,31897,CS,AL
1601,40654,41446,AM,CH
1602,75816,76709,SS,CM
1603,70457,72304,RA,CR
1604,29661,29976,SA,MP
1605,58653,59982,AE,SR
1606,48597,49087,CS,MM
1607,56737,57536,SA,MP
1608,58745,59042,CS,RO
1609,38030,39117,SP,MM
1610,62092,63128,SP,JZ
1611,30681,32668,AF,CG
1612,57887,60190,SR,CS
1613,65902,68056,LU,CM
1614,70236,71482,SS,CS
1615,68736,70463,CM,CS
1616,55618,57203,SP,CU
1617,62600,64124,RA,OD
1618,34543,34778,CG,CU
1619,59531,60805,BC,CM
1620,79856,81521,SA,AF
1621,60284,61552,PI,AX
1622,28373,28999,CP,CG
1623,36947,37629,OR,OS
1624,54528,54821,CU,EC
1625,29540,30057,TP,MP
1626,32011,33194,CS,PE
1627,59009,59487,TP,SP
1628,69293,69752,MP,JZ
1629,67066,69258,PO,OR
1630,29030,30419,OD,MP
1631,53481,54586,TP,JZ
1632,79457,80392,RO,AN
1633,51269,52234,BC,AE
1634,58327,59329,SR,EC
1635,64241,64761,SR,AX
1636,37212,38477,RO,JZ
1637,64656,64870,RM,AL
1638,36190,37041,AM,CP
1639,51698,52644,CS,SS
1640,29217,31227,OD,BC
1641,47865,49267,SP,SA
1642,61974,63079,AF,SS
1643,29265,29918,TP,SS
1644,65734,66700,AV,AH
1645,52795,53380,MP,TP
1646,70610,72549,CS,SR
1647,63186,64680,OR,MM
1648,39707,40327,AM,TE
1649,55418,56689,AM,OR
1650,33182,34128,CG,RO
1651,84162,86742,CM,AN
1652,29923,30800,TP,SS
1653,26386,29459,OD,OS
1654,43630,44380,TE,AE
1655,53937,55192,CP,OD
1656,72459,73530,AM,OR
1657,29431,29846,OR,OL
1658,63483,63776,OR,OL
1659,68870,69533,OR,OS
1660,44825,46045,OR,SA
1661,47970,49462,EC,SR
1662,34131,35571,BV,CU
1663,66718,68240,CP,CH
1664,52196,52624,SA,EC
1665,53596,53876,EC,SA
1666,44012,46598,LA,BC
1667,58439,59856,CM,SP
1668,73249,74737,OD,AL
1669,65351,65613,CP,SA
1670,32498,33842,EC,RA
1671,28167,29041,EC,OS
1672,31887,33131,AM,QC
1673,66266,66668,SS,JZ
1674,65437,66686,CP,CS
1675,51374,52614,SA,CM
1676,64560,65703,EC,OL
1677,45079,46097,CG,AN
1678,56199,58045,OR,CG
1679,43510,44994,AV,AE
1680,29139,29833,CS,AE
1681,63106,63594,CH,OR
1682,39025,40037,CM,MP
1683,32414,33938,TE,CS
1684,72723,73169,RE,MP
1685,56022,56282,PI,RA
1686,65478,66028,MP,EC
1687,40028,41811,SR,BC
1688,61767,62863,AL,CS
1689,68111,68827,JZ,AF
1690,34287,36981,CA,OR
1691,34684,35551,CG,MP
1692,60900,62765,LU,CS
1693,28264,28740,AF,RB
1694,49691,51162,SR,MP
1695,48115,48568,RE,SS
1696,57183,58067,AM,BC
1697,55643,56611,RE,PE
1698,61072,61675,RO,IN
1699,68971,69532,CM,RB
1700,67355,68778,MP,AS
1701,72945,74391,BV,JZ
1702,65620,67370,BC,BV
1703,62698,64005,CG,CS
1704,75361,76913,LU,MP
1705,41264,42247,AN,CS
1706,61937,62453,AP,OR
1707,49354,49973,BC,AM
1708,37537,38655,MP,LU
1709,58072,59184,SP,SS
1710,55368,56249,AM,CG
1711,61352,61834,CG,LU
1712,59640,60768,AM,CM
1713,65301,65622,SS,MP
1714,31970,33810,AP,RO
1715,32269,34392,AF,CG
1716,61303,61578,CU,CG
1717,60766,62105,CU,OL
1718,73412,74016,PI,CG
1719,66478,68304,MO,SA
1720,35966,36353,PE,MP
1721,27508,29164,MO,BC
1722,32099,33037,CA,MP
1723,59107,59970,AM,MM
1724,43216,43562,RE,AV
1725,78140,78803,CG,AM
1726,36678,39856,AP,RO
1727,69288,71033,EC,CU
1728,70653,71262,MP,SP
1729,74284,75378,TP,CG
1730,49472,49910,CU,EC
1731,82320,83681,RO,AL
1732,35504,36500,CG,MP
1733,64317,66206,MO,CS
1734,55154,56227,SS,OR
1735,82444,83141,SA,EC
1736,30414,31528,EC,RA
1737,32017,32605,SS,PE
1738,70944,71571,OR,MO
1739,27730,29356,BV,RO
1740,68671,69947,BC,CA
1741,58988,59908,AM,OL
1742,59762,60781,AN,RO
1743,61231,62033,PE,CM
1744,59784,61295,PA,AS
1745,67308,68204,PI,EC
1746,40492,42156,MP,RB
1747,31204,31578,EC,CG
1748,62233,63202,CU,OD
1749,49308,51181,AP,AN
1750,60303,61681,CU,CS
1751,62482,64095,MM,MO
1752,63939,65831,CM,AE
1753,70590,71302,AL,AN
1754,29060,30001,OD,EC
1755,58914,59981,SS,AF
1756,56119,56849,RE,PI
1757,30112,30914,OD,CG
1758,66340,67090,CP,AM
1759,76156,77639,IN,CM
1760,47674,48531,CU,MP
1761,28516,29103,LU,EC
1762,59734,60627,CS,IN
1763,35860,36309,EC,CU
1764,29065,30118,OD,CP
1765,45960,47373,SR,CU
1766,59753,60480,SA,OS
1767,58437,59583,AE,OR
1768,39668,40293,EC,CG
1769,34493,35906,OD,RA
1770,29095,29959,JZ,MP
1771,33817,34170,CU,CP
1772,34363,35108,TP,SS
1773,75566,76436,TP,JZ
1774,70597,71451,AM,CS
1775,56548,56981,CU,CG
1776,63364,63998,RO,AM
1777,28765,29344,TE,AL
1778,67174,67800,LA,SS
1779,59782,60974,PE,TP
1780,68581,69943,MP,AS
1781,61328,62003,SA,AM
1782,66696,68662,CG,TP
1783,40772,41532,AM,RO
1784,60953,61491,CS,BC
1785,73075,73764,AE,TE
1786,61344,62144,CH,OR
1787,31599,32590,SR,AE
1788,62663,63000,RO,CS
1789,37447,38495,SS,RE
1790,66857,67545,AM,RO
1791,34332,35220,CS,MP
1792,56478,57183,CU,MP
1793,52619,53488,EC,LU
1794,49564,50827,SR,EC
1795,86325,87287,SS,AM
1796,31661,32790,OS,CG
1797,61835,62553,CR,SA
1798,71245,71997,CM,RB
1799,32052,33098,PO,JZ
1800,58535,59274,PA,BC
1801,61030,61265,CG,CU
1802,43793,45000,AP,AM
1803,31260,31911,AL,CU
1804,69791,70859,SS,OR
1805,71854,72374,LA,JZ
1806,69953,70620,PI,CG
1807,51165,52413,OR,SS
1808,65720,66281,AE,TE
1809,37416,38948,RE,RB
1810,23528,24024,EC,MP
1811,53584,54130,AV,TP
1812,66941,68703,SA,MO
1813,67454,68449,MP,CA
1814,40180,41692,SA,OD
1815,58733,61090,OR,PO
1816,34376,36308,PO,MM
1817,29021,30528,OD,RA
1818,40599,40818,CU,EC
1819,29704,30163,AM,OS
1820,33472,34008,JZ,MP
1821,65663,66217,MM,CS
1822,49645,52086,CS,AP
1823,35685,37406,MM,OR
1824,73587,73795,RM,AL
1825,34351,35651,PA,RO
1826,30925,31922,BC,JZ
1827,45832,47626,OR,BC
1828,60596,62069,RO,CM
1829,27914,28615,AE,CG
1830,26167,27834,RB,MP
1831,30232,31168,AM,BC
1832,55069,56222,AH,RB
1833,47993,48615,SA,CP
1834,32469,33079,MO,CH
1835,76380,77606,MP,RB
1836,35496,37147,MO,RO
1837,41435,42910,AE,LU
1838,56679,57930,SS,CU
1839,75470,76170,OL,AM
1840,46188,47829,AN,OR
1841,37945,40011,OS,SS
1842,39079,39550,CG,CU
1843,63066,64341,MP,CM
1844,23710,24314,AS,CM
1845,62936,63477,SA,AM
1846,66874,67492,SS,AV
1847,84260,84671,OR,CH
1848,73355,74261,TP,SS
1849,58456,59379,RO,AL
1850,28855,29536,JZ,AV
1851,30585,32940,CM,MO
1852,64035,64829,SP,CS
1853,34884,35980,CG,MP
1854,65139,65663,BC,CS
1855,25057,26351,CG,CS
1856,46652,48736,MM,AP
1857,66886,67180,CA,CM
1858,67305,68575,BV,SS
1859,68119,68418,EC,CG
1860,55932,57074,OD,CU
1861,49307,50059,PE,MP
1862,26735,28217,CU,CS
1863,31017,31363,MO,OR
1864,61200,61839,RA,EC
1865,46642,47222,BV,SS
1866,24207,24874,TP,MP
1867,41540,42517,AM,CS
1868,34682,35228,AL,RM
1869,48135,48662,AM,RM
1870,85894,86422,CS,BC
1871,55860,56584,AE,CG
1872,66987,68062,MP,CM
1873,54417,54728,MP,SA
1874,32676,32951,OS,SA
1875,65093,66279,CP,AX
1876,48604,49303,BC,AM
1877,80725,83019,CU,EN
1878,35476,36913,CU,SP
1879,32326,34472,LU,CM
1880,68941,70394,OR,CS
1881,41935,42745,AM,AE
1882,68815,70979,OR,AX
1883,27894,28787,LU,CP
1884,57373,59050,AP,SS
1885,63909,65705,CS,CM
1886,69057,71467,AP,PA
1887,31420,32216,AM,OR
1888,47194,48649,BC,OR
1889,79745,81337,MP,SR
1890,33262,33880,AL,AN
1891,50343,51045,BC,CS
1892,34080,34392,EC,CU
1893,65341,67782,AP,MM
1894,72113,72871,AN,CG
1895,29473,30028,CG,EC
1896,65369,67410,AP,RA
1897,65300,65825,SS,RE
1898,45160,45953,CS,AM
1899,34123,35102,OD,EC
1900,41535,41931,CH,BV
1901,66585,67651,PI,CG
1902,23360,24324,JZ,PO
1903,26930,28239,PO,MP
1904,40897,42674,CP,CM
1905,26833,28227,RB,MP
1906,29229,31636,CS,MO
1907,26178,28324,CS,OS
1908,30479,31044,MP,SS
1909,50078,51327,OD,CG
1910,38224,38735,JZ,CM
1911,59401,61690,AV,AP
1912,32575,33414,CG,SA
1913,68222,69547,AM,CS
